Calculation result

      time (s)         Distance (m)
    9539.71          445929727.73
    9539.94          445951230.50
    9540.17          445972733.78
    9540.40          445994237.58
    9540.63          446015741.90
    9540.86          446037246.74
    9541.09          446058752.10
    9541.32          446080257.98
    9541.55          446101764.37
    9541.78          446123271.28
    9542.01          446144778.72
    9542.24          446166286.67
    9542.47          446187795.13
    9542.70          446209304.12
    9542.93          446230813.63
    9543.16          446252323.65
    9543.39          446273834.19
    9543.62          446295345.25
    9543.85          446316856.83
    9544.08          446338368.93
    9544.31          446359881.54
    9544.54          446381394.68
    9544.77          446402908.33
    9545.00          446424422.50
    9545.23          446445937.19
    9545.46          446467452.40
    9545.69          446488968.12
    9545.92          446510484.37
    9546.15          446532001.13
    9546.38          446553518.41
    9546.61          446575036.21
    9546.84          446596554.53
    9547.07          446618073.37
    9547.30          446639592.72
    9547.53          446661112.59
    9547.76          446682632.99
    9547.99          446704153.90
    9548.22          446725675.32
    9548.45          446747197.27
    9548.68          446768719.74
    9548.91          446790242.72
    9549.14          446811766.22
    9549.37          446833290.24
    9549.60          446854814.78
    9549.83          446876339.84
    9550.06          446897865.42
    9550.29          446919391.51
    9550.52          446940918.12
    9550.75          446962445.26
    9550.98          446983972.91
    9551.21          447005501.07
    9551.44          447027029.76
    9551.67          447048558.96
    9551.90          447070088.69
    9552.13          447091618.93
    9552.36          447113149.69
    9552.59          447134680.97
    9552.82          447156212.77
    9553.05          447177745.08
    9553.28          447199277.92
    9553.51          447220811.27
    9553.74          447242345.14
    9553.97          447263879.53
    9554.20          447285414.44
    9554.43          447306949.86
    9554.66          447328485.81
    9554.89          447350022.27
    9555.12          447371559.25
    9555.35          447393096.75
    9555.58          447414634.77
    9555.81          447436173.30
    9556.04          447457712.36
    9556.27          447479251.93
    9556.50          447500792.02
    9556.73          447522332.63
    9556.96          447543873.76
    9557.19          447565415.41
    9557.42          447586957.58
    9557.65          447608500.26
    9557.88          447630043.46
    9558.11          447651587.18
    9558.34          447673131.42
    9558.57          447694676.18
    9558.80          447716221.46
    9559.03          447737767.25
    9559.26          447759313.56
    9559.49          447780860.39
    9559.72          447802407.74
    9559.95          447823955.61
    9560.18          447845504.00
    9560.41          447867052.90
    9560.64          447888602.33
    9560.87          447910152.27
    9561.10          447931702.73
    9561.33          447953253.71
    9561.56          447974805.20
    9561.79          447996357.22
    9562.02          448017909.75
    9562.25          448039462.81
    9562.48          448061016.38
    9562.71          448082570.47
    9562.94          448104125.07
    9563.17          448125680.20
    9563.40          448147235.84
    9563.63          448168792.01
    9563.86          448190348.69
    9564.09          448211905.89
    9564.32          448233463.60
    9564.55          448255021.84
    9564.78          448276580.60
    9565.01          448298139.87
    9565.24          448319699.66
    9565.47          448341259.97
    9565.70          448362820.80
    9565.93          448384382.15
    9566.16          448405944.01
    9566.39          448427506.40
    9566.62          448449069.30
    9566.85          448470632.72
    9567.08          448492196.66
    9567.31          448513761.12
    9567.54          448535326.09
    9567.77          448556891.59
    9568.00          448578457.60
    9568.23          448600024.13
    9568.46          448621591.18
    9568.69          448643158.75
    9568.92          448664726.83
    9569.15          448686295.44
    9569.38          448707864.56
    9569.61          448729434.20
    9569.84          448751004.36
    9570.07          448772575.04
    9570.30          448794146.24
    9570.53          448815717.96
    9570.76          448837290.19
    9570.99          448858862.94
    9571.22          448880436.21
    9571.45          448902010.00
    9571.68          448923584.31
    9571.91          448945159.13
    9572.14          448966734.48
    9572.37          448988310.34
    9572.60          449009886.72
    9572.83          449031463.62
    9573.06          449053041.04
    9573.29          449074618.98
    9573.52          449096197.43
    9573.75          449117776.41
    9573.98          449139355.90
    9574.21          449160935.91
    9574.44          449182516.44
    9574.67          449204097.48
    9574.90          449225679.05
    9575.13          449247261.13
    9575.36          449268843.73
    9575.59          449290426.85
    9575.82          449312010.49
    9576.05          449333594.65
    9576.28          449355179.33
    9576.51          449376764.52
    9576.74          449398350.23
    9576.97          449419936.47
    9577.20          449441523.22
    9577.43          449463110.48
    9577.66          449484698.27
    9577.89          449506286.57
    9578.12          449527875.40
    9578.35          449549464.74
    9578.58          449571054.60
    9578.81          449592644.98
    9579.04          449614235.87
    9579.27          449635827.29
    9579.50          449657419.22
    9579.73          449679011.68
    9579.96          449700604.65
    9580.19          449722198.14
    9580.42          449743792.14
    9580.65          449765386.67
    9580.88          449786981.71
    9581.11          449808577.28
    9581.34          449830173.36
    9581.57          449851769.96
    9581.80          449873367.08
    9582.03          449894964.71
    9582.26          449916562.87
    9582.49          449938161.54
    9582.72          449959760.73
    9582.95          449981360.44
    9583.18          450002960.67
    9583.41          450024561.42
    9583.64          450046162.68
    9583.87          450067764.47
    9584.10          450089366.77
    9584.33          450110969.59
    9584.56          450132572.93
    9584.79          450154176.79
    9585.02          450175781.16
    9585.25          450197386.06
    9585.48          450218991.47
    9585.71          450240597.40
    9585.94          450262203.85
    9586.17          450283810.82
    9586.40          450305418.30
    9586.63          450327026.31
    9586.86          450348634.83
    9587.09          450370243.87
    9587.32          450391853.43
    9587.55          450413463.51
    9587.78          450435074.11
    9588.01          450456685.22
    9588.24          450478296.86
    9588.47          450499909.01
    9588.70          450521521.68
    9588.93          450543134.87
    9589.16          450564748.58
    9589.39          450586362.80
    9589.62          450607977.55
    9589.85          450629592.81
    9590.08          450651208.59
    9590.31          450672824.89
    9590.54          450694441.71
    9590.77          450716059.04
    9591.00          450737676.90
    9591.23          450759295.27
    9591.46          450780914.16
    9591.69          450802533.57
    9591.92          450824153.50
    9592.15          450845773.95
    9592.38          450867394.91
    9592.61          450889016.40
    9592.84          450910638.40
    9593.07          450932260.92
    9593.30          450953883.96
    9593.53          450975507.52
    9593.76          450997131.59
    9593.99          451018756.19
    9594.22          451040381.30
    9594.45          451062006.93
    9594.68          451083633.08
    9594.91          451105259.75
    9595.14          451126886.94
    9595.37          451148514.64
    9595.60          451170142.86
    9595.83          451191771.60
    9596.06          451213400.86
    9596.29          451235030.64
    9596.52          451256660.94
    9596.75          451278291.76
    9596.98          451299923.09
    9597.21          451321554.94
    9597.44          451343187.31
    9597.67          451364820.20
    9597.90          451386453.61
    9598.13          451408087.53
    9598.36          451429721.98
    9598.59          451451356.94
    9598.82          451472992.42
    9599.05          451494628.42
    9599.28          451516264.94
    9599.51          451537901.98
    9599.74          451559539.53
    9599.97          451581177.60
    9600.20          451602816.20
    9600.43          451624455.31
    9600.66          451646094.93
    9600.89          451667735.08
    9601.12          451689375.75
    9601.35          451711016.93
    9601.58          451732658.63
    9601.81          451754300.85
    9602.04          451775943.59
    9602.27          451797586.85
    9602.50          451819230.62
    9602.73          451840874.92
    9602.96          451862519.73
    9603.19          451884165.06
    9603.42          451905810.91
    9603.65          451927457.28
    9603.88          451949104.17
    9604.11          451970751.57
    9604.34          451992399.49
    9604.57          452014047.94
    9604.80          452035696.90
    9605.03          452057346.37
    9605.26          452078996.37
    9605.49          452100646.89
    9605.72          452122297.92
    9605.95          452143949.47
    9606.18          452165601.54
    9606.41          452187254.13
    9606.64          452208907.24
    9606.87          452230560.86
    9607.10          452252215.01
    9607.33          452273869.67
    9607.56          452295524.85
    9607.79          452317180.55
    9608.02          452338836.77
    9608.25          452360493.51
    9608.48          452382150.76
    9608.71          452403808.53
    9608.94          452425466.82
    9609.17          452447125.63
    9609.40          452468784.96
    9609.63          452490444.81
    9609.86          452512105.18
    9610.09          452533766.06
    9610.32          452555427.46
    9610.55          452577089.38
    9610.78          452598751.82
    9611.01          452620414.78
    9611.24          452642078.25
    9611.47          452663742.25
    9611.70          452685406.76
    9611.93          452707071.79
    9612.16          452728737.34
    9612.39          452750403.41
    9612.62          452772069.99
    9612.85          452793737.10
    9613.08          452815404.72
    9613.31          452837072.86
    9613.54          452858741.52
    9613.77          452880410.70
    9614.00          452902080.40
    9614.23          452923750.61
    9614.46          452945421.35
    9614.69          452967092.60
    9614.92          452988764.37
    9615.15          453010436.66
    9615.38          453032109.47
    9615.61          453053782.79
    9615.84          453075456.64
    9616.07          453097131.00
    9616.30          453118805.88
    9616.53          453140481.28
    9616.76          453162157.20
    9616.99          453183833.63
    9617.22          453205510.59
    9617.45          453227188.06
    9617.68          453248866.05
    9617.91          453270544.56
    9618.14          453292223.59
    9618.37          453313903.14
    9618.60          453335583.20
    9618.83          453357263.79
    9619.06          453378944.89
    9619.29          453400626.51
    9619.52          453422308.65
    9619.75          453443991.31
    9619.98          453465674.48
    9620.21          453487358.18
    9620.44          453509042.39
    9620.67          453530727.12
    9620.90          453552412.37
    9621.13          453574098.14
    9621.36          453595784.42
    9621.59          453617471.23
    9621.82          453639158.55
    9622.05          453660846.39
    9622.28          453682534.75
    9622.51          453704223.63
    9622.74          453725913.03
    9622.97          453747602.94
    9623.20          453769293.38
    9623.43          453790984.33
    9623.66          453812675.80
    9623.89          453834367.79
    9624.12          453856060.29
    9624.35          453877753.32
    9624.58          453899446.86
    9624.81          453921140.93
    9625.04          453942835.51
    9625.27          453964530.61
    9625.50          453986226.22
    9625.73          454007922.36
    9625.96          454029619.01
    9626.19          454051316.19
    9626.42          454073013.88
    9626.65          454094712.09
    9626.88          454116410.82
    9627.11          454138110.06
    9627.34          454159809.83
    9627.57          454181510.11
    9627.80          454203210.92
    9628.03          454224912.24
    9628.26          454246614.07
    9628.49          454268316.43
    9628.72          454290019.31
    9628.95          454311722.70
    9629.18          454333426.61
    9629.41          454355131.04
    9629.64          454376835.99
    9629.87          454398541.46
    9630.10          454420247.45
    9630.33          454441953.95
    9630.56          454463660.98
    9630.79          454485368.52
    9631.02          454507076.58
    9631.25          454528785.16
    9631.48          454550494.25
    9631.71          454572203.87
    9631.94          454593914.00
    9632.17          454615624.65
    9632.40          454637335.82
    9632.63          454659047.51
    9632.86          454680759.72
    9633.09          454702472.44
    9633.32          454724185.69
    9633.55          454745899.45
    9633.78          454767613.73
    9634.01          454789328.53
    9634.24          454811043.85
    9634.47          454832759.69
    9634.70          454854476.04
    9634.93          454876192.91
    9635.16          454897910.30
    9635.39          454919628.21
    9635.62          454941346.64
    9635.85          454963065.59
    9636.08          454984785.05
    9636.31          455006505.04
    9636.54          455028225.54
    9636.77          455049946.56
    9637.00          455071668.10
    9637.23          455093390.16
    9637.46          455115112.73
    9637.69          455136835.83
    9637.92          455158559.44
    9638.15          455180283.57
    9638.38          455202008.22
    9638.61          455223733.39
    9638.84          455245459.07
    9639.07          455267185.28
    9639.30          455288912.00
    9639.53          455310639.24
    9639.76          455332367.00
    9639.99          455354095.28
    9640.22          455375824.08
    9640.45          455397553.39
    9640.68          455419283.22
    9640.91          455441013.58
    9641.14          455462744.45
    9641.37          455484475.84
    9641.60          455506207.74
    9641.83          455527940.17
    9642.06          455549673.11
    9642.29          455571406.58
    9642.52          455593140.56
    9642.75          455614875.06
    9642.98          455636610.07
    9643.21          455658345.61
    9643.44          455680081.66
    9643.67          455701818.24
    9643.90          455723555.33
    9644.13          455745292.94
    9644.36          455767031.07
    9644.59          455788769.71
    9644.82          455810508.88
    9645.05          455832248.56
    9645.28          455853988.76
    9645.51          455875729.48
    9645.74          455897470.72
    9645.97          455919212.48
    9646.20          455940954.76
    9646.43          455962697.55
    9646.66          455984440.86
    9646.89          456006184.69
    9647.12          456027929.04
    9647.35          456049673.91
    9647.58          456071419.30
    9647.81          456093165.20
    9648.04          456114911.62
    9648.27          456136658.56
    9648.50          456158406.02
    9648.73          456180154.00
    9648.96          456201902.50
    9649.19          456223651.51
    9649.42          456245401.05
    9649.65          456267151.10
    9649.88          456288901.67
    9650.11          456310652.76
    9650.34          456332404.37
    9650.57          456354156.49
    9650.80          456375909.14
    9651.03          456397662.30
    9651.26          456419415.98
    9651.49          456441170.18
    9651.72          456462924.90
    9651.95          456484680.13
    9652.18          456506435.89
    9652.41          456528192.16
    9652.64          456549948.95
    9652.87          456571706.26
    9653.10          456593464.09
    9653.33          456615222.43
    9653.56          456636981.30
    9653.79          456658740.68
    9654.02          456680500.58
    9654.25          456702261.01
    9654.48          456724021.94
    9654.71          456745783.40
    9654.94          456767545.38
    9655.17          456789307.87
    9655.40          456811070.88
    9655.63          456832834.41
    9655.86          456854598.46
    9656.09          456876363.03
    9656.32          456898128.12
    9656.55          456919893.72
    9656.78          456941659.84
    9657.01          456963426.49
    9657.24          456985193.65
    9657.47          457006961.32
    9657.70          457028729.52
    9657.93          457050498.24
    9658.16          457072267.47
    9658.39          457094037.22
    9658.62          457115807.49
    9658.85          457137578.28
    9659.08          457159349.59
    9659.31          457181121.41
    9659.54          457202893.76
    9659.77          457224666.62
    9660.00          457246440.00
    9660.23          457268213.90
    9660.46          457289988.32
    9660.69          457311763.25
    9660.92          457333538.71
    9661.15          457355314.68
    9661.38          457377091.17
    9661.61          457398868.18
    9661.84          457420645.71
    9662.07          457442423.76
    9662.30          457464202.32
    9662.53          457485981.40
    9662.76          457507761.01
    9662.99          457529541.13
    9663.22          457551321.76
    9663.45          457573102.92
    9663.68          457594884.60
    9663.91          457616666.79
    9664.14          457638449.50
    9664.37          457660232.73
    9664.60          457682016.48
    9664.83          457703800.75
    9665.06          457725585.54
    9665.29          457747370.84
    9665.52          457769156.66
    9665.75          457790943.01
    9665.98          457812729.86
    9666.21          457834517.24
    9666.44          457856305.14
    9666.67          457878093.55
    9666.90          457899882.49
    9667.13          457921671.94
    9667.36          457943461.91
    9667.59          457965252.40
    9667.82          457987043.41
    9668.05          458008834.93
    9668.28          458030626.98
    9668.51          458052419.54
    9668.74          458074212.62
    9668.97          458096006.22
    9669.20          458117800.34
    9669.43          458139594.97
    9669.66          458161390.13
    9669.89          458183185.80
    9670.12          458204981.99
    9670.35          458226778.70
    9670.58          458248575.93
    9670.81          458270373.67
    9671.04          458292171.94
    9671.27          458313970.72
    9671.50          458335770.02
    9671.73          458357569.84
    9671.96          458379370.18
    9672.19          458401171.04
    9672.42          458422972.42
    9672.65          458444774.31
    9672.88          458466576.72
    9673.11          458488379.65
    9673.34          458510183.10
    9673.57          458531987.07
    9673.80          458553791.56
    9674.03          458575596.56
    9674.26          458597402.08
    9674.49          458619208.12
    9674.72          458641014.68
    9674.95          458662821.76
    9675.18          458684629.36
    9675.41          458706437.47
    9675.64          458728246.11
    9675.87          458750055.26
    9676.10          458771864.93
    9676.33          458793675.12
    9676.56          458815485.82
    9676.79          458837297.05
    9677.02          458859108.79
    9677.25          458880921.06
    9677.48          458902733.84
    9677.71          458924547.14
    9677.94          458946360.95
    9678.17          458968175.29
    9678.40          458989990.14
    9678.63          459011805.52
    9678.86          459033621.41
    9679.09          459055437.82
    9679.32          459077254.74
    9679.55          459099072.19
    9679.78          459120890.16
    9680.01          459142708.64
    9680.24          459164527.64
    9680.47          459186347.16
    9680.70          459208167.20
    9680.93          459229987.76
    9681.16          459251808.83
    9681.39          459273630.43
    9681.62          459295452.54
    9681.85          459317275.17
    9682.08          459339098.32
    9682.31          459360921.99
    9682.54          459382746.17
    9682.77          459404570.88
    9683.00          459426396.10
    9683.23          459448221.84
    9683.46          459470048.10
    9683.69          459491874.88
    9683.92          459513702.17
    9684.15          459535529.99
    9684.38          459557358.32
    9684.61          459579187.17
    9684.84          459601016.54
    9685.07          459622846.43
    9685.30          459644676.84
    9685.53          459666507.77
    9685.76          459688339.21
    9685.99          459710171.17
    9686.22          459732003.65
    9686.45          459753836.65
    9686.68          459775670.17
    9686.91          459797504.20
    9687.14          459819338.76
    9687.37          459841173.83
    9687.60          459863009.42
    9687.83          459884845.53
    9688.06          459906682.16
    9688.29          459928519.31
    9688.52          459950356.97
    9688.75          459972195.16
    9688.98          459994033.86
    9689.21          460015873.08
    9689.44          460037712.82
    9689.67          460059553.07
    9689.90          460081393.85
    9690.13          460103235.14
    9690.36          460125076.95
    9690.59          460146919.28
    9690.82          460168762.13
    9691.05          460190605.50
    9691.28          460212449.39
    9691.51          460234293.79
    9691.74          460256138.71
    9691.97          460277984.16
    9692.20          460299830.12
    9692.43          460321676.59
    9692.66          460343523.59
    9692.89          460365371.10
    9693.12          460387219.14
    9693.35          460409067.69
    9693.58          460430916.76
    9693.81          460452766.35
    9694.04          460474616.45
    9694.27          460496467.08
    9694.50          460518318.22
    9694.73          460540169.89
    9694.96          460562022.07
    9695.19          460583874.77
    9695.42          460605727.98
    9695.65          460627581.72
    9695.88          460649435.97
    9696.11          460671290.75
    9696.34          460693146.04
    9696.57          460715001.85
    9696.80          460736858.18
    9697.03          460758715.02
    9697.26          460780572.39
    9697.49          460802430.27
    9697.72          460824288.67
    9697.95          460846147.59
    9698.18          460868007.03
    9698.41          460889866.99
    9698.64          460911727.46
    9698.87          460933588.46
    9699.10          460955449.97
    9699.33          460977312.00
    9699.56          460999174.55
    9699.79          461021037.62
    9700.02          461042901.20
    9700.25          461064765.31
    9700.48          461086629.93
    9700.71          461108495.07
    9700.94          461130360.73
    9701.17          461152226.91
    9701.40          461174093.60
    9701.63          461195960.82
    9701.86          461217828.55
    9702.09          461239696.80
    9702.32          461261565.57
    9702.55          461283434.86
    9702.78          461305304.67
    9703.01          461327174.99
    9703.24          461349045.84
    9703.47          461370917.20
    9703.70          461392789.08
    9703.93          461414661.48
    9704.16          461436534.40
    9704.39          461458407.83
    9704.62          461480281.79
    9704.85          461502156.26
    9705.08          461524031.25
    9705.31          461545906.76
    9705.54          461567782.79
    9705.77          461589659.33
    9706.00          461611536.40
    9706.23          461633413.98
    9706.46          461655292.08
    9706.69          461677170.70
    9706.92          461699049.84
    9707.15          461720929.50
    9707.38          461742809.67
    9707.61          461764690.37
    9707.84          461786571.58
    9708.07          461808453.31
    9708.30          461830335.56
    9708.53          461852218.33
    9708.76          461874101.61
    9708.99          461895985.42
    9709.22          461917869.74
    9709.45          461939754.58
    9709.68          461961639.94
    9709.91          461983525.82
    9710.14          462005412.22
    9710.37          462027299.13
    9710.60          462049186.56
    9710.83          462071074.51
    9711.06          462092962.98
    9711.29          462114851.97
    9711.52          462136741.48
    9711.75          462158631.51
    9711.98          462180522.05
    9712.21          462202413.11
    9712.44          462224304.69
    9712.67          462246196.79
    9712.90          462268089.41
    9713.13          462289982.54
    9713.36          462311876.20
    9713.59          462333770.37
    9713.82          462355665.06
    9714.05          462377560.27
    9714.28          462399456.00
    9714.51          462421352.25
    9714.74          462443249.01
    9714.97          462465146.29
    9715.20          462487044.10
    9715.43          462508942.42
    9715.66          462530841.25
    9715.89          462552740.61
    9716.12          462574640.49
    9716.35          462596540.88
    9716.58          462618441.79
    9716.81          462640343.22
    9717.04          462662245.17
    9717.27          462684147.64
    9717.50          462706050.62
    9717.73          462727954.13
    9717.96          462749858.15
    9718.19          462771762.69
    9718.42          462793667.75
    9718.65          462815573.33
    9718.88          462837479.43
    9719.11          462859386.04
    9719.34          462881293.17
    9719.57          462903200.83
    9719.80          462925109.00
    9720.03          462947017.68
    9720.26          462968926.89
    9720.49          462990836.62
    9720.72          463012746.86
    9720.95          463034657.62
    9721.18          463056568.90
    9721.41          463078480.70
    9721.64          463100393.02
    9721.87          463122305.85
    9722.10          463144219.21
    9722.33          463166133.08
    9722.56          463188047.47
    9722.79          463209962.38
    9723.02          463231877.81
    9723.25          463253793.76
    9723.48          463275710.22
    9723.71          463297627.20
    9723.94          463319544.70
    9724.17          463341462.72
    9724.40          463363381.26
    9724.63          463385300.32
    9724.86          463407219.90
    9725.09          463429139.99
    9725.32          463451060.60
    9725.55          463472981.73
    9725.78          463494903.38
    9726.01          463516825.55
    9726.24          463538748.23
    9726.47          463560671.44
    9726.70          463582595.16
    9726.93          463604519.40
    9727.16          463626444.16
    9727.39          463648369.44
    9727.62          463670295.23
    9727.85          463692221.55
    9728.08          463714148.38
    9728.31          463736075.73
    9728.54          463758003.60
    9728.77          463779931.99
    9729.00          463801860.90
    9729.23          463823790.32
    9729.46          463845720.27
    9729.69          463867650.73
    9729.92          463889581.71
    9730.15          463911513.21
    9730.38          463933445.23
    9730.61          463955377.76
    9730.84          463977310.82
    9731.07          463999244.39
    9731.30          464021178.48
    9731.53          464043113.09
    9731.76          464065048.22
    9731.99          464086983.86
    9732.22          464108920.03
    9732.45          464130856.71
    9732.68          464152793.91
    9732.91          464174731.63
    9733.14          464196669.87
    9733.37          464218608.63
    9733.60          464240547.90
    9733.83          464262487.70
    9734.06          464284428.01
    9734.29          464306368.84
    9734.52          464328310.19
    9734.75          464350252.06
    9734.98          464372194.44
    9735.21          464394137.35
    9735.44          464416080.77
    9735.67          464438024.71
    9735.90          464459969.17
    9736.13          464481914.15
    9736.36          464503859.64
    9736.59          464525805.66
    9736.82          464547752.19
    9737.05          464569699.24
    9737.28          464591646.81
    9737.51          464613594.90
    9737.74          464635543.51
    9737.97          464657492.63
    9738.20          464679442.28
    9738.43          464701392.44
    9738.66          464723343.12
    9738.89          464745294.32
    9739.12          464767246.03
    9739.35          464789198.27
    9739.58          464811151.02
    9739.81          464833104.30
    9740.04          464855058.09
    9740.27          464877012.40
    9740.50          464898967.22
    9740.73          464920922.57
    9740.96          464942878.43
    9741.19          464964834.82
    9741.42          464986791.72
    9741.65          465008749.14
    9741.88          465030707.08
    9742.11          465052665.53
    9742.34          465074624.51
    9742.57          465096584.00
    9742.80          465118544.02
    9743.03          465140504.55
    9743.26          465162465.59
    9743.49          465184427.16
    9743.72          465206389.25
    9743.95          465228351.85
    9744.18          465250314.97
    9744.41          465272278.61
    9744.64          465294242.77
    9744.87          465316207.45
    9745.10          465338172.65
    9745.33          465360138.36
    9745.56          465382104.60
    9745.79          465404071.35
    9746.02          465426038.62
    9746.25          465448006.41
    9746.48          465469974.71
    9746.71          465491943.54
    9746.94          465513912.88
    9747.17          465535882.74
    9747.40          465557853.12
    9747.63          465579824.02
    9747.86          465601795.44
    9748.09          465623767.37
    9748.32          465645739.83
    9748.55          465667712.80
    9748.78          465689686.29
    9749.01          465711660.30
    9749.24          465733634.83
    9749.47          465755609.88
    9749.70          465777585.44
    9749.93          465799561.52
    9750.16          465821538.12
    9750.39          465843515.24
    9750.62          465865492.88
    9750.85          465887471.04
    9751.08          465909449.71
    9751.31          465931428.91
    9751.54          465953408.62
    9751.77          465975388.85
    9752.00          465997369.60
    9752.23          466019350.87
    9752.46          466041332.65
    9752.69          466063314.96
    9752.92          466085297.78
    9753.15          466107281.12
    9753.38          466129264.98
    9753.61          466151249.36
    9753.84          466173234.25
    9754.07          466195219.67
    9754.30          466217205.60
    9754.53          466239192.05
    9754.76          466261179.02
    9754.99          466283166.51
    9755.22          466305154.52
    9755.45          466327143.04
    9755.68          466349132.08
    9755.91          466371121.65
    9756.14          466393111.73
    9756.37          466415102.33
    9756.60          466437093.44
    9756.83          466459085.08
    9757.06          466481077.23
    9757.29          466503069.91
    9757.52          466525063.10
    9757.75          466547056.81
    9757.98          466569051.03
    9758.21          466591045.78
    9758.44          466613041.04
    9758.67          466635036.83
    9758.90          466657033.13
    9759.13          466679029.95
    9759.36          466701027.29
    9759.59          466723025.14
    9759.82          466745023.52
    9760.05          466767022.41
    9760.28          466789021.82
    9760.51          466811021.75
    9760.74          466833022.20
    9760.97          466855023.17
    9761.20          466877024.65
    9761.43          466899026.66
    9761.66          466921029.18
    9761.89          466943032.22
    9762.12          466965035.78
    9762.35          466987039.86
    9762.58          467009044.46
    9762.81          467031049.57
    9763.04          467053055.20
    9763.27          467075061.35
    9763.50          467097068.02
    9763.73          467119075.21
    9763.96          467141082.92
    9764.19          467163091.14
    9764.42          467185099.89
    9764.65          467207109.15
    9764.88          467229118.93
    9765.11          467251129.23
    9765.34          467273140.05
    9765.57          467295151.38
    9765.80          467317163.23
    9766.03          467339175.61
    9766.26          467361188.50
    9766.49          467383201.91
    9766.72          467405215.84
    9766.95          467427230.28
    9767.18          467449245.25
    9767.41          467471260.73
    9767.64          467493276.73
    9767.87          467515293.25
    9768.10          467537310.29
    9768.33          467559327.84
    9768.56          467581345.92
    9768.79          467603364.51
    9769.02          467625383.62
    9769.25          467647403.26
    9769.48          467669423.40
    9769.71          467691444.07
    9769.94          467713465.26
    9770.17          467735486.96
    9770.40          467757509.18
    9770.63          467779531.92
    9770.86          467801555.18
    9771.09          467823578.96
    9771.32          467845603.26
    9771.55          467867628.07
    9771.78          467889653.40
    9772.01          467911679.26
    9772.24          467933705.63
    9772.47          467955732.51
    9772.70          467977759.92
    9772.93          467999787.85
    9773.16          468021816.29
    9773.39          468043845.25
    9773.62          468065874.73
    9773.85          468087904.73
    9774.08          468109935.25
    9774.31          468131966.28
    9774.54          468153997.84
    9774.77          468176029.91
    9775.00          468198062.50
    9775.23          468220095.61
    9775.46          468242129.24
    9775.69          468264163.38
    9775.92          468286198.05
    9776.15          468308233.23
    9776.38          468330268.93
    9776.61          468352305.15
    9776.84          468374341.89
    9777.07          468396379.15
    9777.30          468418416.92
    9777.53          468440455.21
    9777.76          468462494.03
    9777.99          468484533.36
    9778.22          468506573.20
    9778.45          468528613.57
    9778.68          468550654.46
    9778.91          468572695.86
    9779.14          468594737.78
    9779.37          468616780.22
    9779.60          468638823.18
    9779.83          468660866.66
    9780.06          468682910.66
    9780.29          468704955.17
    9780.52          468727000.20
    9780.75          468749045.76
    9780.98          468771091.82
    9781.21          468793138.41
    9781.44          468815185.52
    9781.67          468837233.14
    9781.90          468859281.29
    9782.13          468881329.95
    9782.36          468903379.13
    9782.59          468925428.83
    9782.82          468947479.05
    9783.05          468969529.78
    9783.28          468991581.04
    9783.51          469013632.81
    9783.74          469035685.10
    9783.97          469057737.91
    9784.20          469079791.23
    9784.43          469101845.08
    9784.66          469123899.45
    9784.89          469145954.33
    9785.12          469168009.73
    9785.35          469190065.65
    9785.58          469212122.09
    9785.81          469234179.04
    9786.04          469256236.52
    9786.27          469278294.51
    9786.50          469300353.02
    9786.73          469322412.05
    9786.96          469344471.60
    9787.19          469366531.67
    9787.42          469388592.26
    9787.65          469410653.36
    9787.88          469432714.98
    9788.11          469454777.12
    9788.34          469476839.78
    9788.57          469498902.96
    9788.80          469520966.65
    9789.03          469543030.87
    9789.26          469565095.60
    9789.49          469587160.85
    9789.72          469609226.62
    9789.95          469631292.91
    9790.18          469653359.72
    9790.41          469675427.04
    9790.64          469697494.89
    9790.87          469719563.25
    9791.10          469741632.13
    9791.33          469763701.53
    9791.56          469785771.44
    9791.79          469807841.88
    9792.02          469829912.83
    9792.25          469851984.31
    9792.48          469874056.30
    9792.71          469896128.81
    9792.94          469918201.83
    9793.17          469940275.38
    9793.40          469962349.44
    9793.63          469984424.03
    9793.86          470006499.13
    9794.09          470028574.75
    9794.32          470050650.88
    9794.55          470072727.54
    9794.78          470094804.72
    9795.01          470116882.41
    9795.24          470138960.62
    9795.47          470161039.35
    9795.70          470183118.60
    9795.93          470205198.37
    9796.16          470227278.65
    9796.39          470249359.46
    9796.62          470271440.78
    9796.85          470293522.62
    9797.08          470315604.98
    9797.31          470337687.86
    9797.54          470359771.25
    9797.77          470381855.17
    9798.00          470403939.60
    9798.23          470426024.55
    9798.46          470448110.02
    9798.69          470470196.01
    9798.92          470492282.51
    9799.15          470514369.54
    9799.38          470536457.08
    9799.61          470558545.14
    9799.84          470580633.72
    9800.07          470602722.82
    9800.30          470624812.44
    9800.53          470646902.58
    9800.76          470668993.23
    9800.99          470691084.40
    9801.22          470713176.09
    9801.45          470735268.30
    9801.68          470757361.03
    9801.91          470779454.27
    9802.14          470801548.04
    9802.37          470823642.32
    9802.60          470845737.12
    9802.83          470867832.44
    9803.06          470889928.28
    9803.29          470912024.64
    9803.52          470934121.51
    9803.75          470956218.91
    9803.98          470978316.82
    9804.21          471000415.25
    9804.44          471022514.20
    9804.67          471044613.66
    9804.90          471066713.65
    9805.13          471088814.15
    9805.36          471110915.17
    9805.59          471133016.71
    9805.82          471155118.77
    9806.05          471177221.35
    9806.28          471199324.45
    9806.51          471221428.06
    9806.74          471243532.19
    9806.97          471265636.85
    9807.20          471287742.01
    9807.43          471309847.70
